Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Industry,Business Description,Company Website,Started in,Number of Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Amit Present,Ashneer Present,Guest Present,Ghazal Investment Amount,Ghazal Investment Equity,Ghazal Debt Amount,Ghazal Present,Vikas Investment Amount,Vikas Investment Equity,Vikas Debt Amount,Vikas Present,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Ritesh Present,Azhar Investment Amount,Azhar Investment Equity,Azhar Debt Amount,Azhar Present,Radhika Investment Amount,Radhika Investment Equity,Radhika Debt Amount,Radhika Present,Deepinder Investment Amount,Deepinder Investment Equity,Deepinder Debt Amount,Deepinder Present,Ronnie Investment Amount,Ronnie Investment Equity,Ronnie Debt Amount,Ronnie Present,Varun Investment Amount,Varun Investment Equity,Varun Debt Amount,Varun Present
2,PatilKaki,4,163,2-Jan-23,10-Mar-23,5-Jan-23,Ideas Meets Opportunity,Food,Homemade snacks,https://patilkaki.com/,2020.0,3,Young,Mumbai,Maharashtra,,,,,,,,,,40.0,2.5,1600.0,1,1.0,40.0,4.0,,,1000.0,2.0,,,,,,,,,,20.0,2.0,,,,,20.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Brandsdaddy,4,164,2-Jan-23,10-Mar-23,5-Jan-23,Ideas Meets Opportunity,Manufacturing,Auto Fire Extinguisher,https://www.brandsdaddy.com/,,2,Middle,Mumbai,Maharashtra,,12.0,60.0,,,,,,,70.0,5.0,1400.0,1,1.0,35.0,5.0,35.0,,700.0,1.0,,,,35.0,5.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Winston,5,165,2-Jan-23,10-Mar-23,6-Jan-23,Investing in the Future of India,Beauty/Fashion,Techno beauty products at home,https://winstonindia.com/,,2,Middle,Faridabad,Haryana,,46.0,,,,,,,,100.0,4.0,2500.0,1,1.0,100.0,10.0,,,1000.0,2.0,,,,,,,50.0,5.0,,50.0,5.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Flatheads,5,166,2-Jan-23,10-Mar-23,6-Jan-23,Investing in the Future of India,Beauty/Fashion,Shoes Sneakers Loafers,https://www.flatheads.in/,2019.0,1,Middle,Bangalore,Karnataka,,,,,,yes,,,,75.0,3.0,2500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,OrganicSmokes,5,167,2-Jan-23,10-Mar-23,6-Jan-23,Investing in the Future of India,Beauty/Fashion,Organic Cigarettes Cigarillos Smokes,https://www.meaame.com/,,3,Middle,Delhi,Delhi,,40.0,,,,,,,,100.0,1.0,10000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TeaFit,6,168,2-Jan-23,10-Mar-23,9-Jan-23,Determined Entrepreneurs,Liquor/Beverages,Refreshing beverages,http://tea.fit/,,3,Young,Mumbai,Maharashtra,,,,,,,,,,50.0,3.0,1666.666667,1,1.0,50.0,8.0,,,625.0,4.0,,,,,,,12.5,2.0,,12.5,2.0,,12.5,2.0,,12.5,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Haqdarshak,6,169,2-Jan-23,10-Mar-23,9-Jan-23,Determined Entrepreneurs,Services,Platform to know about welfare schemes for MSMEs,https://haqdarshak.com/,,2,Middle,Shimla,Himachal Pradesh,,,,,,,,,,100.0,0.5,20000.0,1,1.0,100.0,2.0,,,5000.0,3.0,,,,33.33,0.666,,,,,,,,33.33,0.666,,33.33,0.666,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Bhaskar'sPuranpoliGhar,6,170,2-Jan-23,10-Mar-23,9-Jan-23,Determined Entrepreneurs,Food,Varieties of Puranpoli snacks,http://bhaskarspuranpolighar.in/,,3,Middle,Thane,Maharashtra,,,,,,,,,,75.0,1.0,7500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,GunjanAppsStudios,7,171,2-Jan-23,10-Mar-23,10-Jan-23,Shaandar Businesses,Technology/Software,CHILDREN'S PLAYFUL LEARNING PARTNER,https://gunjanappstudios.com/,,2,Middle,Kolkata,West Bengal,2400.0,,,,,,,,,250.0,1.0,25000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TheSimplySalad,7,172,2-Jan-23,10-Mar-23,10-Jan-23,Shaandar Businesses,Food,Freshly chopped salads,https://simplysalad.com/,,2,Young,Ahmedabad,Gujarat,,,,,,,,,,30.0,10.0,300.0,1,1.0,30.0,10.0,,,300.0,2.0,,,,,,,15.0,5.0,,,,,15.0,5.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AyuSynk,7,173,2-Jan-23,10-Mar-23,10-Jan-23,Shaandar Businesses,Medical/Health,Digital Stethoscopes,https://www.ayudevices.com/,,3,Middle,Mumbai,Maharashtra,,,,,,,,,,100.0,1.5,6666.666667,1,1.0,50.0,3.5,50.0,10.0,1428.571429,1.0,,,,50.0,3.5,50.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AtypicalAdvantage,8,174,2-Jan-23,10-Mar-23,11-Jan-23,Investment with Intent,Technology/Software,Platform for persons with disabilities,https://atypicaladvantage.in/,,1,Middle,Jamshedpur,Jharkhand,,,,,,,,,,30.0,1.0,3000.0,1,1.0,30.0,3.0,,,1000.0,2.0,,,,15.0,1.5,,,,,,,,15.0,1.5,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,HouseOfChikankari,8,175,2-Jan-23,10-Mar-23,11-Jan-23,Investment with Intent,Beauty/Fashion,HANDMADE BY ARTISANS OF LUCKNOW,https://www.houseofchikankari.in/,2020.0,2,Middle,Delhi,Delhi,,,,,,,,,,75.0,1.0,7500.0,1,1.0,75.0,3.75,,,2000.0,2.0,,,,,,,,,,,,,37.5,1.875,,37.5,1.875,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MagicOfMemories,8,176,2-Jan-23,10-Mar-23,11-Jan-23,Investment with Intent,Beauty/Fashion,DNA Jewllery,https://www.themagicofmemories.com/,,1,Middle,Delhi,Delhi,,,,,,,,,,25.0,5.0,500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Paradyes,9,177,2-Jan-23,10-Mar-23,12-Jan-23,Invest In Lifestyle,Beauty/Fashion,Semi Permanent Hair Color,https://www.birdsofparadyes.com/,2020.0,2,Young,Ahmedabad,Gujarat,350.0,,,,,,,,,65.0,1.0,6500.0,1,1.0,65.0,2.0,,,3250.0,2.0,,,,,,,32.5,1.0,,,,,32.5,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nestroots,9,178,2-Jan-23,10-Mar-23,12-Jan-23,Invest In Lifestyle,Furnishing/Household,"House of design, aesthetics and elegance",https://www.nestroots.com/,,1,Middle,Delhi,Delhi,,,,,,,,,,50.0,1.0,5000.0,1,1.0,50.0,2.0,,,2500.0,1.0,,,,50.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Zillionaire,10,179,2-Jan-23,10-Mar-23,13-Jan-23,Zillionaire Banne Ki Chah,Beauty/Fashion,Unique styles of stones and jewels,https://zillionaireindia.com/,,2,Young,Jaipur,Rajasthan,100.0,,,,,,,,,50.0,3.3,1515.151515,1,1.0,100.0,10.0,,,1000.0,1.0,,,,,,,,,,100.0,10.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Credmate,10,180,2-Jan-23,10-Mar-23,13-Jan-23,Zillionaire Banne Ki Chah,Technology/Software,Platform for credit score,https://credmate.in/,,2,Middle,Ludhiana,Punjab,,130.0,,,,,,,,50.0,5.0,1000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Freebowler,10,181,2-Jan-23,10-Mar-23,13-Jan-23,Zillionaire Banne Ki Chah,Sports,Non-Electric & Portable Bowling Machines,https://freebowler.com/,,2,Middle,Bangalore,Karnataka,,,,,,,,,,75.0,7.5,1000.0,1,1.0,25.0,7.5,50.0,10.0,333.3333333,1.0,,,,25.0,7.5,50.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ABCSports&Fitness,11,182,2-Jan-23,10-Mar-23,16-Jan-23,Investing The Right Way,Sports,Sports training institute,https://www.abcfitnessfirm.com/,,2,Middle,Pune,Maharashtra,,,,,,,,,,40.0,2.0,2000.0,1,1.0,40.0,10.0,,,400.0,1.0,,,,,,,,,,,,,,,,40.0,10.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Primebook,11,183,2-Jan-23,10-Mar-23,16-Jan-23,Investing The Right Way,Technology/Software,Android Apps on Windows laptops,https://www.primebook.in/,,4,Middle,Delhi,Delhi,,,,,,,,,,75.0,1.5,5000.0,1,1.0,75.0,3.0,,,2500.0,2.0,,,,,,,,,,,,,37.5,1.5,,37.5,1.5,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DailyDump,11,184,2-Jan-23,10-Mar-23,16-Jan-23,Investing The Right Way,Manufacturing,Compost Bins,https://www.dailydump.org/,2006.0,2,Middle,Bangalore,Karnataka,,,,,,,,,,80.0,4.0,2000.0,1,1.0,30.0,4.0,50.0,10.0,750.0,1.0,,,,30.0,4.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,GharSoaps,12,185,2-Jan-23,10-Mar-23,17-Jan-23,Pitchers Ki Undying Spirit,Beauty/Fashion,Pure Organic Soaps,https://www.gharsoaps.shop/,,2,Middle,Pune,Maharashtra,,,,,,,,,,60.0,2.0,3000.0,1,1.0,60.0,4.0,,,1500.0,1.0,,,,,,,,,,,,,60.0,4.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Janitri,12,186,2-Jan-23,10-Mar-23,17-Jan-23,Pitchers Ki Undying Spirit,Medical/Health,Pregnancy Monitoring systems,https://www.janitri.in/,2021.0,1,Middle,Alwar,Rajasthan,,,,,,,,,,100.0,2.5,4000.0,1,1.0,100.0,2.5,,,4000.0,1.0,,,,100.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,JaipurWatchCompany,12,187,2-Jan-23,10-Mar-23,17-Jan-23,Pitchers Ki Undying Spirit,Manufacturing,Made in India Imperial Automatic Watches,https://jaipur.watch/,,1,Middle,Jaipur,Rajasthan,,,75.0,,,,,,,50.0,2.0,2500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,InsideFPV,13,188,2-Jan-23,10-Mar-23,18-Jan-23,Up And Coming Business Ideas,Manufacturing,Plug and Fly Drones,https://www.insidefpv.com/,,3,Young,Surat,Gujarat,,,,,,,,,,75.0,4.0,1875.0,1,1.0,75.0,15.0,,,500.0,4.0,,,,18.75,3.75,,,,,,,,18.75,3.75,,18.75,3.75,,18.75,3.75,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Angrakhaa,13,189,2-Jan-23,10-Mar-23,18-Jan-23,Up And Coming Business Ideas,Beauty/Fashion,Contemporary Indian clothing,https://www.angrakhaa.com/,,2,Young,Delhi,Delhi,,,,,,,,,,40.0,5.0,800.0,1,1.0,40.0,20.0,,,200.0,1.0,,,,,,,,,,,,,,,,,,,40.0,20.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Diabexy,13,190,2-Jan-23,10-Mar-23,18-Jan-23,Up And Coming Business Ideas,Food,Diabetes Friendly Food Products,https://diabexy.com/,2016.0,2,Middle,Gurgaon,Haryana,,100.0,,,,,,,,150.0,1.0,15000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Kyari,14,191,2-Jan-23,10-Mar-23,19-Jan-23,Investment Worthy Ideas,Manufacturing,Smart stick Guardian,https://kyari.in/,2018.0,2,Young,Ghaziabad,Uttar Pradesh,,10.0,,,,,,,,51.0,1.0,5100.0,1,1.0,51.0,6.0,,,850.0,2.0,,,,,,,,,,25.5,3.0,,,,,25.5,3.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MoppFoods,14,192,2-Jan-23,10-Mar-23,19-Jan-23,Investment Worthy Ideas,Food,Mad over Parathas Pakodas,https://moppfoods.com/,,2,Middle,Delhi,Delhi,,,,,,,,,,75.0,2.25,3333.333333,1,1.0,75.0,5.0,,,1500.0,1.0,,,,,,,,,,,,,,,,,,,75.0,5.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Econiture,14,193,2-Jan-23,10-Mar-23,19-Jan-23,Investment Worthy Ideas,Furnishing/Household,Furniture from plastic waste,https://www.econiture.com/,,4,Middle,Amaravati,Maharashtra,,,,,,,,,,50.0,8.0,625.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Dobiee,15,194,2-Jan-23,10-Mar-23,20-Jan-23,Changing The Face Of Indian Entrepreneurship,Food,CANDIES MUSKIEE TOYS,https://www.dobiee.com/,2021.0,2,Middle,Shinde,Maharashtra,,32.0,23.0,,,,,,,72.0,2.0,3600.0,1,1.0,72.0,6.5,,,1107.692308,1.0,,,,,,,,,,,,,,,,,,,72.0,6.5,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FastBeetle,15,195,2-Jan-23,10-Mar-23,20-Jan-23,Changing The Face Of Indian Entrepreneurship,Services,Local courier and parcel service,https://www.fastbeetle.com/,2019.0,2,Young,Srinagar,Jammu & Kashmir,,25.0,54.0,,,yes,,,,90.0,3.0,3000.0,1,1.0,90.0,7.5,,,1200.0,2.0,,,,,,,,,,,,,45.0,3.75,,45.0,3.75,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Pflow,15,196,2-Jan-23,10-Mar-23,20-Jan-23,Changing The Face Of Indian Entrepreneurship,Medical/Health,Disposable uroflowmetry system,https://tejnaksh.com/our-domains/healthcare-equipment/p-flow/,2021.0,2,Middle,Dhule,Maharashtra,,,80.0,,,,,,,60.0,1.0,6000.0,1,1.0,60.0,6.0,,,1000.0,2.0,,,,30.0,3.0,,,,,,,,,,,,,,30.0,3.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,VSMani,16,197,2-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Food,Coffee and snacks,https://vsmani.com/,2020.0,3,Middle,Bangalore,Karnataka,,63.0,,,,yes,,,,60.0,1.5,4000.0,1,1.0,19.0,1.0,41.0,10.0,1900.0,1.0,,,,19.0,1.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sepal,16,198,2-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Manufacturing,Bike Accessories,https://sepal.in/,,2,Middle,Hyderabad,Telangana,,,37.0,,,,,,,50.0,1.0,5000.0,1,1.0,50.0,2.0,,,2500.0,1.0,,,,,,,,,,,,,,,,50.0,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Solinas,16,199,2-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Services,"Products organise the management of pipelines,manholes and septic tanks",https://solinas.in/,2020.0,4,Middle,Chennai,Tamil Nadu,120.0,,,,,,,,,90.0,2.0,4500.0,1,1.0,90.0,3.0,,,3000.0,2.0,,,,,,,,,,45.0,1.5,,,,,45.0,1.5,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AvimeeHerbal,17,200,2-Jan-23,10-Mar-23,24-Jan-23,Innovation Hardwork And Diligence,Beauty/Fashion,Ayurveda hair skin products,https://avimeeherbal.com/,2021.0,5,Middle,Surat,Gujarat,,165.0,69.0,,,,,,,280.0,0.5,56000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,eyenic,17,201,2-Jan-23,10-Mar-23,24-Jan-23,Innovation Hardwork And Diligence,Beauty/Fashion,Eyewear,https://eyenic.in/,2017.0,2,Middle,Delhi,Delhi,,15.0,45.0,21.0,,,,,,75.0,6.0,1250.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ekatra,17,202,2-Jan-23,10-Mar-23,24-Jan-23,Innovation Hardwork And Diligence,Furnishing/Household,Handmade paper goods,https://ekatrahandmade.com/,2019.0,2,Middle,Kota,Rajasthan,,5.0,80.0,28.0,,,,,,40.0,10.0,400.0,1,1.0,20.0,20.0,20.0,,100.0,2.0,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Raasa,18,203,2-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Food,Food karts,,2022.0,1,Middle,Delhi,Delhi,,,,,,,,,,50.0,5.0,1000.0,1,1.0,50.0,25.0,,,200.0,1.0,,,,,,,,,,50.0,25.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NeoMotion,18,204,2-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Manufacturing,Wheelchairs,https://www.neomotion.in/,2020.0,3,Middle,Chennai,Tamil Nadu,470.0,,,,,,,,,100.0,1.0,10000.0,1,1.0,100.0,1.0,,,10000.0,1.0,,,,,,,,,,,,,,,,100.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,licksters,18,205,2-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Food,Icecreams ice-pops,https://www.licksters.com/,,2,Middle,Nagpur,Maharashtra,86.0,14.0,,,,,,,,50.0,5.0,1000.0,1,1.0,25.0,5.0,25.0,,500.0,1.0,,,,,,,,,,,,,,,,,,,25.0,5.0,25.0,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sayonara,18,206,2-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Beauty/Fashion,Petticoat,,,1,Middle,Kolkata,West Bengal,0.0,,,,,,,yes,,100.0,1.0,10000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PMV,19,207,2-Jan-23,10-Mar-23,26-Jan-23,Building Brands For India,Vehicles/Electrical Vehicles,Personal Mobility Vehicle,https://pmvelectric.com/,2018.0,1,Middle,Mumbai,Maharashtra,0.0,,,,,,,,,100.0,1.0,10000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SpiceStory,19,208,2-Jan-23,10-Mar-23,26-Jan-23,Building Brands For India,Food,Indian Sauces Chutneys,https://spice-story.in/,2019.0,3,Middle,Mumbai,Maharashtra,410.0,57.0,,,,,,,,70.0,2.0,3500.0,1,1.0,70.0,5.0,,,1400.0,1.0,,,,70.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Bullspree,19,209,2-Jan-23,10-Mar-23,26-Jan-23,Building Brands For India,Technology/Software,App to learn stock market basics,https://bullspree.com/,,3,Middle,Ahmedabad,Gujarat,,,,,,yes,,,,75.0,1.5,5000.0,1,1.0,75.0,2.86,,,2622.377622,2.0,,,,,,,,,,,,,37.5,1.43,,37.5,1.43,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Snitch,20,210,2-Jan-23,10-Mar-23,27-Jan-23,Nurturing Indian Entrepreneurs,Beauty/Fashion,Menswear,https://www.snitch.co.in/,2020.0,1,Middle,Bangalore,Karnataka,,,,,,,,,,150.0,0.5,30000.0,1,1.0,150.0,1.5,,,10000.0,5.0,,,,30.0,0.3,,30.0,0.3,,30.0,0.3,,30.0,0.3,,30.0,0.3,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Portl,20,211,2-Jan-23,10-Mar-23,27-Jan-23,Nurturing Indian Entrepreneurs,Services,Portl studio gym,https://portl.co/,,3,Middle,Hyderabad,Telangana,,,45.0,,,,,,,150.0,1.0,15000.0,1,1.0,150.0,2.5,,,6000.0,3.0,,,,50.0,0.833,,,,,,,,50.0,0.833,,50.0,0.833,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FatToSlim,20,212,2-Jan-23,10-Mar-23,27-Jan-23,Nurturing Indian Entrepreneurs,Beauty/Fashion,Diet Plan Weight Loss,http://fattoslimbangalore.com/,,1,Middle,Bangalore,Karnataka,,14.0,,,,,,,,20.0,1.0,2000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,CheeseCake&Co.,21,213,2-Jan-23,10-Mar-23,30-Jan-23,Adhbhut Aur Anokhe Entrepreneurs,Food,Cakes Slices,https://cheesecakeco.in/,2018.0,2,Middle,Delhi,Delhi,,194.0,,,,,,,,100.0,2.0,5000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Dabble,21,214,2-Jan-23,10-Mar-23,30-Jan-23,Adhbhut Aur Anokhe Entrepreneurs,Manufacturing,Paints Crayons Brushes,https://dabbleplayart.com/,,2,Middle,Bangalore,Karnataka,33.0,8.7,75.0,,,,,,,50.0,10.0,500.0,1,1.0,15.0,10.0,35.0,0.0,150.0,1.0,,,,,,,,,,,,,15.0,10.0,35.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,CloudTailor,21,215,2-Jan-23,10-Mar-23,30-Jan-23,Adhbhut Aur Anokhe Entrepreneurs,Services,Custom tailor online,https://www.cloudtailor.com/,,3,Middle,Bangalore,Karnataka,,34.0,,,,yes,,,,100.0,1.4,7142.857143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,BeUnic,21,216,2-Jan-23,10-Mar-23,30-Jan-23,Adhbhut Aur Anokhe Entrepreneurs,Services,Platform for LGBTQ+ creators and entrepreneurs,https://beunic.in/,,3,Middle,Noida,Uttar Pradesh,50.0,6.0,,,,,,,,100.0,10.0,1000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
